video_id,transcript
suAR1PYFNYA,be the one to make me say everything you say is sounding so sweet but do you practice everything that you preach i needin something that do not make believe if you got it baby give it to me they say i come and i go tell me all the
suAR1PYFNYA,ways you need me i am not here for long catch me or i go i come and i go come i prove you got the right to please me everybody knows catch me or i go who be me if you could not look go find a way maybe
suAR1PYFNYA,you could clause a girl to change do you think about it night and day maybe you could be the one to make me i come and i go tell me all the ways you need me i am not here for me i i come i i i everybody
suAR1PYFNYA,i catch me or go be
wAc-5m-wNac,many lifetimes ago she was an ocean and i was a spring with the tide knowing i could not fight if i try because many lifetimes ago he was an ocean and i was to roll with the ti knowing i could not fight if i try to you are
wAc-5m-wNac,so vibrant baby you are so vibrant so flying so righteous you are the brightest star in my night keep the sky crazy out that time it is divine hope that time can divide us cuz every time you stay the night i wonder where the time went everywhere i
wAc-5m-wNac,ride you invite it i just want it rong like oh yeah i still hear your voice in the silence i could feel the pain in the noes you sing you could feel the peace in my heart you bring everywhere you go you make everything grow oh everywhere you
wAc-5m-wNac,go you make everything i see you overflowing many lifetimes ago she was in notion and i was a sh ready to roll with the tide knowing i could not fight if i triy cu many lifetimes ago she was an oce and i was with the ti knowing i
wAc-5m-wNac,could not find if i no matter how hard i tr might as well yeah might as well lay it down i am high as hell love is this is real mine as well water war enough to swim as well stretch it out before i as well treat this
wAc-5m-wNac,moment like the last i can help you heal from your past could tell you always shown compassion and i could tell you and always get it back these melodies i sing to myself thoughts i could not keep to myself songs i should probably keep to myself like times
wAc-5m-wNac,ago she was an she was an oce and i was a sh spreading a ball with the tide knowing i could not fight if i cu many life times ago many she was an oce and now with the ti knowing i could if i
m4_9TFeMfJE,yeah  bitch i said what i said  i would rather be famous instead  i let all that get to my head  i do not care  i paint the town red  bitch i said what i said  i would rather be famous instead 
m4_9TFeMfJE,i let all that get to my head  i do not care  i paint the town red  mmm  she the devil  she a bad lil bitch she a rebel  she put her foot to the pedal 
m4_9TFeMfJE,it will take a whole lot for me to settle  mmm  she the devil  she a bad lil bitch she a rebel  she put her foot to the pedal  it will take a whole lot for me to settle 
m4_9TFeMfJE,my happiness is all of your misery  i put good dick all in my kidneys  this margiel do not come with no jealousy  my illness do not come with no remedy  i am so much fun without hennessy 
m4_9TFeMfJE,they just want my love and my energy  you cannot talk no shit without penalties  bitch i am in yo shit if you send for me  i am going to glow up one more time  trust me i have magical foresight 
m4_9TFeMfJE,you gon see me sleepin in courtside  you gon see me eatin ten more times  ugh you cannot take that bitch nowhere  ugh i look better with no hair  ugh are not no sign i cannot smoke here 
m4_9TFeMfJE,ugh give me the chance and i will go there  bitch i said what i said  i would rather be famous instead  i let all that get to my head  i do not care  i paint the town red 
m4_9TFeMfJE,bitch i said what i said  i would rather be famous instead  i let all that get to my head  i do not care  i paint the town red  mmm   she the devil  she a bad lil bitch she a rebel 
m4_9TFeMfJE,she put her foot to the pedal  it will take a whole lot for me to settle  mmm   she the devil  she a bad lil bitch she a rebel  she put her foot to the pedal 
m4_9TFeMfJE,it will take a whole lot for me to settle  pop make money now you try bitch  you could use a revamp with a new vibe sis  i do not need a big feature or a new sidekick 
m4_9TFeMfJE,i do not need a new fan because my boo like it  i do not need to wear a wig to make you like it  i mma two time bitch you are not knew i would win 
m4_9TFeMfJE,throw a shot like you tryna have a food fight then  all my opps waitin for me to be you i bet  say i got drive  i do not need a car  money really all that we fiendin for 
m4_9TFeMfJE,i am doing thangs they are not seen before  fans are not dumb but extremists are  i am a demon lord  fall off what i are not seen the horse  called your bluff better cite the source 
m4_9TFeMfJE,fame are not something that i need no more  because bitch i said what i said  i would rather be famous instead  i let all that get to my head  i do not care  i paint the town red 
m4_9TFeMfJE,bitch i said what i said  i would rather be famous instead  i let all that get to my head  i do not care  i paint the town red  mmm   she the devil  she a bad lil bitch she a rebel 
m4_9TFeMfJE,she put her foot to the pedal  it will take a whole lot for me to settle  mmm   she the devil  she a bad lil bitch she a rebel  she put her foot to the pedal 
m4_9TFeMfJE,it will take a whole lot for me to settle 
ojpTpT5i-PI,electric  in the dark when you feel lost  want to be the best but at what cost  if you are going to stay here  nothing ever changing  no  big world got to see it all 
ojpTpT5i-PI,got to get up even when you fall  there is no point in waiting  no  ohhh  they will try to bring you down  ohhhh  but you have got the power now  i know you feel it  feel it 
ojpTpT5i-PI,if you believe it then you can  there is no reason that this life cannot be electric  oh i can see it  see it  if you believe it then you can  there is no reason that this life cannot be electric 
ojpTpT5i-PI,long road got a ways to go  took a big step but you are not alone  because we got each other  there is so much you will discover  headstrong but your heart is stronger  stay calm walking through the fire 
ojpTpT5i-PI,i know you are going to make it out  ohhh  they will try to bring you down  ohhhh  but you have got the power now  i know you feel it  feel it  if you believe it then you can 
ojpTpT5i-PI,there is no reason that this life cannot be electric  oh i can see it  see it  if you believe it then you can  there is no reason that this life cannot be electric  ohhh 
ojpTpT5i-PI,they will try to bring you down  ohhh  you are electric right now ohhh  but you have got the power now  you have got the power now  you have got the power now  wooow yeah 
ojpTpT5i-PI,i know you feel it  feel it  if you believe it then you can  there is no reason that this life cannot be electric  oh i can see it  see it if you believe it then you can 
ojpTpT5i-PI,there is no reason that this life cannot be electric  ohhh  they will try to bring you down  ohhh  you are electric right now ohh  but  you have got the power now  you have got the power now 
ojpTpT5i-PI,you have got the power now 
MoN9ql6Yymw,telling myself i will not go there oh but i know that i will not care trying wash away all the blood i have spilt this lust is a burden that we both share two sinners can not atone from a lone prayer souls tied intertwined by pride and guilt
MoN9ql6Yymw,there is darkness in the distance from the way that i have been living but i know i can not resist it oh i love it and hate it at the same time you and i drink the poison from the same vine oh i love it and hate it
MoN9ql6Yymw,at the same time hiding all of our sins from the daylight from the daylight running from the daylight from the daylight running from the daylight oh i love it and hate it at the same time telling myself it is the last time can you spare any mercy that
MoN9ql6Yymw,you might find if i am down on my knees again deep down way down   lord   i try i try to follow your light but it is nighttime please   do not leave me in the end there is darkness in the distance i am begging for forgiveness
MoN9ql6Yymw,but i know i might resist it oh oh i love it and hate it at the same time you and i drink the poison from the same vine oh i love it and hate it at the same time hiding all of our sins from the daylight from the
MoN9ql6Yymw,daylight running from the daylight from the daylight running from the daylight oh i love it and hate it at the same time oh i love it and hate it at the same time you and i drink the poison from the same vine oh i love it and hate
MoN9ql6Yymw,it at the same time hiding all of our sins from the daylight from the daylight running from the daylight from the daylight running from the daylight oh i love it and hate it at the same time
eB6txyhHFG4,oh yeah real exclusive  typical ari  you know i think i liked her better when her ponytail was a few centimeters higher  right  and i mean who cares if she is happy  i do not want happy  i want art 
eB6txyhHFG4,ugh i miss the old ari  you know the singer  you do not say i hear she is starting her own artisanal hummus line next omg did she really do that  well i read it on the internet so it must be true 
eB6txyhHFG4,well it must be  in case you have not noticed  well  everybody tired  and healing from somebody  or something we do not see just right  boy come on put your lipstick on  come on and walk this way through the fire 
eB6txyhHFG4,and if you find yourself in a dark situation just  turn on your light and be like  yes  and  say that shit with your chest and  be your own fuckin best friend  say that shit with your chest 
eB6txyhHFG4,keep moving like what is next  yes  and  now i am so done with caring  what you think  no i will not hide  underneath your own projections  or change my most authentic life  boy come on put your lipstick on 
eB6txyhHFG4,come on and walk this way through the fire  and if you find yourself in a dark situation just  turn on your light and be like  yes  and  say that shit with your chest and  be your own fuckin best friend 
eB6txyhHFG4,say that shit with your chest  keep moving like what is next  yes  and  my tongue is sacred  i speak upon what i like  protected  sexy  discerning with my time  your energy is yours and mine is mine 
eB6txyhHFG4,what is mine is mine  my face is sitting i do not need no disguise  do not comment on my body  do not reply  your business is yours and mine is mine  why do you care so much whose i ride  why 
eB6txyhHFG4,yes  and  say that shit with your chest and  be your own fuckin best friend  say that shit with your chest  keep moving like what is next  yes  and  say that shit with your chest 
eB6txyhHFG4,and be your own fuckin best friend  say that shit with your chest  keep moving like what is next  yes  and 
r1AzafxuijY,i have been wanting you to have this what is it  they key to my heart the key to your heart opens up a place i am not safe in i got locked away in its vacance waking up to all to all of your faces trapped inside this
r1AzafxuijY,cage narcissistic bouts of rage accusations everyday arguments that you would create to break the soul inside of me trapped inside your cage it was a crazy place to be the constant roller coasters made me sick i could not see the beauty in your lies had made the truth
r1AzafxuijY,so ugly the man inside the mirror was not recognizing me a puppet master   pulling strings and playing with my head manipulating everything and twisting what i said projecting all your malice then attacking me and claiming my defense was starting all the arguments  
r1AzafxuijY,as time goes on  and i embrace the situation i just faced i forgive myself for letting faith  you would change distort reality  the key to your heart opens up a place i am not safe in i got locked away in its vacance waking up to
r1AzafxuijY,all to all of your faces trapped inside this cage narcissistic bouts of rage accusations everyday arguments that you would create to break the soul inside of me every night we argue i feel more and more abused i give you what you want but you are still mad and
r1AzafxuijY,i am confused you tell me that you are leaving she is a villain on the loose but even after everything i still come after you you told me this was forever it is me and you together come to find out it never is oh because those were lies
r1AzafxuijY,lies lies she is a snake in disguise as bad as i would want you to i know you will never change crazy you and i were talking bout our wedding day and i am glad that we did not go through with it   but i am feeling so
r1AzafxuijY,bad for the next one you ruin with the key to your heart opens up a place i am not safe in i got locked away in its vacance waking up to all to all of your faces trapped inside this cage narcissistic bouts of rage accusations everyday arguments that
r1AzafxuijY,you would create to break the soul inside of me i still sort of miss it your toxic ambition   your evil intention you are wrong intuition i was not complicit to our demise i got locked away and did not even do the crime what do i do now
r1AzafxuijY,  where do i go  how do i tell the next girl i am a broken soul  it is getting hard for me to breathe the pain has brought me to my knees i am broken inside i can not describe the thoughts that i get when i
r1AzafxuijY,think of those times i saw all of the signs i ignored them now i will be damaged this way for the rest of my life   the key to your heart opens up a place i am not safe in i got locked away in its vacance waking up
r1AzafxuijY,to all to all of your faces trapped inside this cage narcissistic bouts of rage accusations everyday arguments that you would create to break the soul inside of me
UNo0TG9LwwI,standing next to you play me slow push up on this funk and give me miracles make it known how we left and right is something we control you know that all night long we rock to this screaming i testify this loving all night long we flock to this
UNo0TG9LwwI,screaming i testify that we will survive the test of time they can not deny our love they can not divide us we will survive the test of time i promise i will be right here standing next to you standing in the fire next to you you know it
UNo0TG9LwwI,is deeper than the rain it is deeper than the pain when it is deep like dna something they can not take away   ay take take take take take take off standing next to you standing next to you standing next to you afterglow leave ya body golden like
UNo0TG9LwwI,the sun and the moon you know that all night long we rock to this screaming i testify this loving all night long we flock to this screaming i testify that we will survive the test of time they can not deny our love they can not divide us we
UNo0TG9LwwI,will survive the test of time i swear that i will be right here standing next to you standing in the fire next to you you know it is deeper than the rain it is deeper than the pain when it is deep like dna something they can not take
UNo0TG9LwwI,away   ay take take take take take take off standing next to you standing next to you standing next to you standing next to you standing next to you
je0roKRn3nY,if they saw what i saw  they would fall the way i fell  but they do not know what you want  and baby i would never tell  if they knew what i know  they would never let you go 
je0roKRn3nY,so guess what  i are not never letting you go  because your lips were made for mine  and my heart would go flatline  if it was not beating for you all the time  so if i get jealous  i cannot help it 
je0roKRn3nY,i want every bit of you  i guess i am selfish  it is bad for my mental  but  i cannot fight it  when  you are out looking like you do  but you cannot hide it  no 
je0roKRn3nY,put you in a frame ooo  baby who could blame you  glad your mama made you  makin me insane  you  cannot be explained ooo  you must be an angel  every time the phone rings 
je0roKRn3nY,i hope that it is you on the other side  i want to tell you everything  everything that is on my mind  and i do not want any other guys  taking my place  girl  i got too much pride 
je0roKRn3nY,i know i may be wrong  but i do not want to be right  because your lips were made for mine  and my heart could go flatline  if it was not beating for you all the time  so if i get jealous 
je0roKRn3nY,i cannot help it  i want every bit of you  i guess i am selfish  it is bad for my mental  but  i cannot fight it  when  you are out looking like you do 
je0roKRn3nY,but you cannot hide it  no  put you in a frame ooo  baby who could blame you  glad your mama made you  makin me insane  you  cannot be explained ooo  you must be an angel 
je0roKRn3nY,put you in a frame ooo  baby who could blame you  glad your mama made you  makin me insane  you  cannot be explained ooo  you must be an angel  owner of my heart  tattooed your mark 
je0roKRn3nY,there for the whole world to see  you are the owner of my heart  and all my scars  baby you got such a hold on me  so if i get jealous  i cannot help it 
je0roKRn3nY,i want every bit of you  i guess i am selfish  it is bad for my mental  but  i cannot fight it  when  you are out looking like you do  but you cannot hide it  no 
je0roKRn3nY,put you in a frame ooo  baby who could blame you  glad your mama made you  makin me insane  you  cannot be explained ooo  you must be an angel  put you in a frame ooo  baby who could blame you 
je0roKRn3nY,glad your mama made you  makin me insane  you  cannot be explained ooo  you must be an angel  jealous  but i cannot help it  i want every bit of you  i guess i am selfish 
cW8VLC9nnTo,i used to float  now i just fall down  i used to know  but i am not sure now  what i was made for  what was i made for  taking a drive  i was an ideal  looked so alive 
cW8VLC9nnTo,turns out i am not real  just something you paid for  what was i made for  because i  i  i do not know how to feel  but i want to try  i do not know how to feel  but someday i might 
cW8VLC9nnTo,someday i might  when did it end  all the enjoyment  i am sad again  do not tell my boyfriend  it is not what he is made for  what was i made for 
cW8VLC9nnTo,because i  because i  i do not know how to feel  but i want to try  i do not know how to feel  but someday i might  someday i might  think i forgot  how to be happy  something i am not 
cW8VLC9nnTo,but something i can be  something i wait for  something i am made for  something i am made for 
QU9c0053UAU,weight of the world on your shoulders i kiss your waist and ease your mind i must be favored to know ya i take my hands and trace your lines it is the way that we can ride think i met you in another life so break me off another
QU9c0053UAU,time you wrap around me and you give me life and that is why night after night i will be loving you right monday tuesday wednesday thursday friday saturday sunday monday tuesday wednesday thursday friday seven days a week every hour every minute every second you know night after night
QU9c0053UAU,i will be loving you right seven days a week you love when i jump right in all of me i am offering show you what devotion is deeper than the ocean is wind it back i will take it slow leave you with that afterglow show you what devotion
QU9c0053UAU,is deeper than the ocean is it is the way that we can ride think i met you in another life so break me off another time you wrap around me and you give me life and that is why night after night i will be lovin you right monday
QU9c0053UAU,tuesday wednesday thursday friday saturday sunday monday tuesday wednesday thursday friday seven days a week every hour every minute every second you know night after night i will be lovin you right seven days a week monday tuesday wednesday thursday friday saturday sunday monday tuesday wednesday thursday friday seven days
QU9c0053UAU,a week every hour every minute every second you know night after night i will be lovin you right seven days a week tightly take control tightly take his soul take your phone put it in the camera roll leave them clothes at the door what you waiting for  
QU9c0053UAU,better come and hit ya goals he jump in it both feet going to the sun up   we are not getting no sleep seven days a week   seven different sheets   seven different angles i can be your fantasy open up say ahhh come here baby let me
QU9c0053UAU,swallow your pride what you on i can match your vibe hit me up and i mma cha cha slide you make mondays feel like weekends i make him never think about cheatin got you skipping work and meetings   fuck it   let us sleep in seven days a
QU9c0053UAU,week monday tuesday wednesday thursday friday saturday sunday monday tuesday wednesday thursday friday seven days a week every hour every minute every second you know night after night i will be loving you right seven days a week monday tuesday wednesday thursday friday saturday sunday monday tuesday wednesday thursday friday
QU9c0053UAU,seven days a week every hour every minute every second you know night after night i will be loving you right seven days a week
YjCtucn29JQ,i will be doing i really should not do for real that is why it is still come through for real this time i will be through for real i be doing i really should not do for real that is why always take come through for real after this
YjCtucn29JQ,time i will be through for even i know you a no good for me but you feel so good to me every time i come back i try to leave so how you end up back with me what i want this is something else something that ain good
YjCtucn29JQ,for my heth i have been searching but i can not get no help i do not feel like myself that is why always to come through forever after this time i will be after this time i will be i be doing i really should do that is why
YjCtucn29JQ,always come through for real time i will time i will be i can feel them walls closing i can feel it oh i am stuck in your claws try to run but i do not get far i mma put some blame on me trying to take accountability but
YjCtucn29JQ,you take on my ability you are the death in me in i be doing be doing i really should do yeah that is why it is still come through for real this time i will be for real this time i will be that is why it is to
YjCtucn29JQ,come through for way you this time i will be for bring me that this time i will be for good to see you it is really good to see you it is good to be back how is everything going everything great it is been a busy year okay
YjCtucn29JQ,excellent excellent so is there something you are working going on that you are really excited about i am actually working on an action film with brent exciting super dope i am happy for you are you guys happy for it happy for thank you yeah hey that is a
YjCtucn29JQ,cut guys that is a cut moving on to our next setup we are going to go to the other stage come on and
LDY_XyxBu8A,i will touch that fire for you  i do that     times again i testify for you  i told that lie i would kill that bitch  i do what  all of them around you scared to do i am not 
LDY_XyxBu8A,long as you juggin out here for me i got it  mobbin scheming looting hide your bodies  long as you dreaming about me are not no problem  i do not got nobody just with you right now 
LDY_XyxBu8A,to tell the truth i look better under you  i cannot lose when i am with you  how can i snooze and miss the moment  you just too important  nobody do body like you do 
LDY_XyxBu8A,i cannot lose when i am with you  i cannot just snooze and miss the moment  you just too important  nobody do body like you do you do  in a drop top ride with you i feel like scarface 
LDY_XyxBu8A,like the white bitch with the bob i will be your main one  let us take this argument back up to my place  sex remind you i am non violent i am your day one  we are not have shit yet  it was magic yeah 
LDY_XyxBu8A,smash and grab shit yeah  nasty habits take a hold when you not here  are not a home when you not here  hard to grow when you not here  i cannot lose when i am with you 
LDY_XyxBu8A,how can i snooze and miss the moment  you just too important  nobody do body like you do  i cannot lose when i am with you  how can i snooze and miss the moment  you just too important 
LDY_XyxBu8A,nobody do body like you do you do  main one riding  how you fronting on me and i am the main one trying  how you blame it on me and you the main one lying 
LDY_XyxBu8A,how you threatening to leave and i am the main one crying  just trying to be your everything  main one riding  how you fronting on me and i am the main one trying  how you blame it on me and you the main one lying 
LDY_XyxBu8A,how you threatening to leave and i am the main one crying  i cannot lose when i am with you  how can i snooze and miss the moment  you just too important  nobody nobody like you do 
LDY_XyxBu8A,i cannot lose when i am with you  how can i snooze and miss the moment  you just too important  nobody nobody like you do you do  i need you poolside  you have been on my mind 
LDY_XyxBu8A,wonder if you are all mine  why do it matter anyway  i like your soft side  i like you on top  you make my thoughts stop  you make bein me less hard  bout to quit my job 
LDY_XyxBu8A,when the dick hit that is just how you got to do  i am addicted  that is why i keep callin you  diamond boy  why you so shiny  diamond boy  come get behind me  rodeo 
LDY_XyxBu8A,diamond boy  your light so blindin blind me baby  if it is od  tell me  am i sayin too much  and  baby  if it is od tell me am i sayin too much 
LDY_XyxBu8A,baby  if it is od just tell me  am i doing too much  baby  if it is od just tell me  if it is od just tell me  mm mm 
cii6ruuycQA,car rides to malibu strawberry ice cream one spoon for two and trading jackets laughing bout how small it looks on you watching reruns of glee being annoying singing in harmony i bet she is bragging to all her friends saying you are so unique so when you going to
cii6ruuycQA,tell her that we did that too she thinks it is special but it is all reused that was our place i found it first i made the jokes you tell to her when she is with you do you get deja vu  
cii6ruuycQA,when she is with you do you get deja vu  do you get deja vu  do you call her almost say my name because let us be honest we kind of do sound the same another actress i hate to think that i was just your type i
cii6ruuycQA,bet that she knows billy joel because you played her uptown girl you are singing it together now i bet you even tell her how you love her in between the chorus and the verse so when you going to tell her that we did that too she thinks it
cii6ruuycQA,is special but it is all reused that was the show we talked about played you the song she is singing now when she is with you do you get deja vu   when she is with you do you get deja vu  do you get deja vu 
cii6ruuycQA,strawberry ice cream in malibu do not act like we did not do that shit too you are trading jackets like we used to do yeah everything is all reused play her piano but she does not know that i was the one who taught you billy joel a different
cii6ruuycQA,girl now but there is nothing new i know you get deja vu i know you get deja vu i know you get deja vu
mNEUkkoUoIA,i do not know what you have been told  but time is running out no need to take it slow  i am stepping to you toe to toe  i should be scared honey maybe so 
mNEUkkoUoIA,but i are not worried bout it right now keeping dreams alive    heroes  i are not worried bout it right now swimmin in the floods  dancing on the clouds  below  i are not worried bout it  i are not worried bout it 
mNEUkkoUoIA,i do not know what you have been told  but time is running out so spend it like its gold  i am living like i am zeros  got no regrets even when i am broke  yeah 
mNEUkkoUoIA,i am at my best when i got something  i am wanting to steal  way too busy for them problems  and problems to feel no stressing just obsessin with sealin the deal  i will take it in and let it go 
mNEUkkoUoIA,but i are not worried bout it right now keeping dreams alive    heroes  i are not worried bout it right now swimmin in the floods  dancing on the clouds  below  i are not worried bout it  i are not worried bout it 
mNEUkkoUoIA,oooooooooo  i are not worried  oooooooo  oh no no  i are not worried bout it right now keeping dreams alive    heroes  i are not worried bout it right now swimmin in the floods  dancing on the clouds  below 
mNEUkkoUoIA,i are not worried bout it  i are not worried bout it  i are not worried bout it 
y83x7MgzWOA,i always feel like my baby all the bad things you are making me feel maybe i am somebody i can deal with the bad guys when i am with my baby lungs you just hold me you can take me you make me feel loved by somebody i can
y83x7MgzWOA,deal with the bad we know what they do not mind when we walk in i said i am sorry i think that we should stay cuz i do not care when i am with my baby all the bad things disappear you making me feel like maybe i am
y83x7MgzWOA,somebody i can deal with the bad night baby you can take me anywhere baby do not like nobody but it is like you are dealing one year i do not like nobody buddy baby i do not care i do not like nobody but you baby yeah cuz i
y83x7MgzWOA,do not care my baby oh yeah maybe i am with the back long as you just hold me whether with my face
gset79KMmt0,ambience  music begins  do not cry  snowman  not in front of me  who will catch your tears if you cannot catch me  darling  if you cannot catch me  darling 
gset79KMmt0,do not cry  snowman  do not leave me this way  a puddle of water cannot hold me close  baby  cannot hold me close  baby  i want you to know that i am never leaving 
gset79KMmt0,because i am mrs  snow  til death we will be freezing  yeah  you are my home  my home for all seasons  so come on  let us go  let us go below zero and hide from the sun 
gset79KMmt0,i love you forever where we will have some fun  yes  let us hit the north pole and live happily  please do not cry no tears now  it is christmas  baby  my snowman and me my snowman and me  baby 
gset79KMmt0,do not cry  snowman  do not you fear the sun  who will carry me without legs to run  honey  without legs to run  honey  do not cry  snowman  do not you she would a tear 
gset79KMmt0,who will hear my secrets if you do not have ears  baby  if you do not have ears  baby  i want you to know that i am never leaving  because i am mrs  snow  til death we will be freezing 
gset79KMmt0,yeah  you are my home  my home for all seasons  so come on  let us go  let us go below zero and hide from the sun  i love you forever where we will have some fun 
gset79KMmt0,yes  let us hit the north pole and live happily  please do not cry no tears now  it is christmas  baby  my snowman and me my snowman and me  baby  music ends 
ccu6JuC21rk,do not say this do not say that i am not playing by the rules if they were made by you i will not break just like that i will make my own mistakes till i am wrong enough the right way save all your you do not want to
ccu6JuC21rk,waste them on me i am not going to be just like them this is just the way that i am in the cloud i do not open into the crowd baby is so making perfect sense cuz this is so i am who i am do not say this
ccu6JuC21rk,do not say that i am not playing by the rules if they were made by you i will not break just like i will make my own mistakes till i am wrong and all the right away save all your tears you do not want to waste them money
ccu6JuC21rk,i am not going to be just like them this is just the way that i am in the i do not not it the crowd maybe it is all making perfect sense cuz this is who i am who i am i was going to there is more than
